region,department,fedecode,l_2013,pop_2011,nshn,age_shn,_m_lic_shn,sub_ter,_m_mho_sub,ndip,age_dip,_m_mho_dip,nent,_m_mho_ent,nequ,_m_mho_equ,l_2013_n,nshn_n,sub_ter_n,ndip_n,nent_n,nequ_n,fedenom,_m_mho_fed,depnom,regnom
11,75,101,3346,2249975,22,22.95455,"matched (3)",159718,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1487.128,9.777886,70986.57,427.1158,353.7817,1056.012,"ATHLETISME","matched (3)","Paris","Ile-de-France"
11,75,102,1157,2249975,0,,"master only (1)",1200,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",514.228,0,533.3392,427.1158,353.7817,1056.012,"AVIRON","matched (3)","Paris","Ile-de-France"
11,75,103,3513,2249975,8,17.25,"matched (3)",80585,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1561.351,3.555595,35815.95,427.1158,353.7817,1056.012,"BADMINTON","matched (3)","Paris","Ile-de-France"
11,75,105,4891,2249975,19,28.10526,"matched (3)",262160,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2173.802,8.444538,116516.9,427.1158,353.7817,1056.012,"BASKET","matched (3)","Paris","Ile-de-France"
11,75,106,984,2249975,1,23,"matched (3)",1500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",437.3382,.4444494,666.6741,427.1158,353.7817,1056.012,"BOXE","matched (3)","Paris","Ile-de-France"
11,75,107,289,2249975,0,,"master only (1)",1500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",128.4459,0,666.6741,427.1158,353.7817,1056.012,"CANOË","matched (3)","Paris","Ile-de-France"
11,75,108,352,2249975,3,19,"matched (3)",8550,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",156.4462,1.333348,3800.042,427.1158,353.7817,1056.012,"CYCLISME","matched (3)","Paris","Ile-de-France"
11,75,109,14510,2249975,5,30.4,"matched (3)",54210,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",6448.96,2.222247,24093.6,427.1158,353.7817,1056.012,"EQUITATION","matched (3)","Paris","Ile-de-France"
11,75,110,4592,2249975,19,24.94737,"matched (3)",82150,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2040.912,8.444538,36511.52,427.1158,353.7817,1056.012,"ESCRIME","matched (3)","Paris","Ile-de-France"
11,75,111,18187,2249975,33,24.93939,"matched (3)",469450,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",8083.201,14.66683,208646.8,427.1158,353.7817,1056.012,"FOOTBALL","matched (3)","Paris","Ile-de-France"
11,75,112,527,2249975,4,31.25,"matched (3)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",234.2248,1.777798,0,427.1158,353.7817,1056.012,"SPORTS DE GLACE","matched (3)","Paris","Ile-de-France"
11,75,113,3521,2249975,8,19.5,"matched (3)",77450,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1564.906,3.555595,34422.61,427.1158,353.7817,1056.012,"GYMNASTIQUE","matched (3)","Paris","Ile-de-France"
11,75,114,259,2249975,0,,"master only (1)",8429,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",115.1124,0,3746.264,427.1158,353.7817,1056.012,"HALTEROPHILIE","matched (3)","Paris","Ile-de-France"
11,75,115,2909,2249975,10,28.8,"matched (3)",23350,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1292.903,4.444494,10377.89,427.1158,353.7817,1056.012,"HANDBALL","matched (3)","Paris","Ile-de-France"
11,75,116,534,2249975,0,,"master only (1)",23450,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",237.336,0,10422.34,427.1158,353.7817,1056.012,"HOCKEY/GAZON","matched (3)","Paris","Ile-de-France"
11,75,117,9782,2249975,2,23,"matched (3)",298640,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",4347.604,.8888988,132730.4,427.1158,353.7817,1056.012,"JUDO","matched (3)","Paris","Ile-de-France"
11,75,118,321,2249975,1,20,"matched (3)",26300,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",142.6683,.4444494,11689.02,427.1158,353.7817,1056.012,"LUTTE","matched (3)","Paris","Ile-de-France"
11,75,119,5338,2249975,10,18.3,"matched (3)",185490,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2372.471,4.444494,82440.91,427.1158,353.7817,1056.012,"NATATION","matched (3)","Paris","Ile-de-France"
11,75,121,1017,2249975,0,,"master only (1)",23770,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",452.005,0,10564.56,427.1158,353.7817,1056.012,"SKI","matched (3)","Paris","Ile-de-France"
11,75,122,1928,2249975,4,26,"matched (3)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",856.8984,1.777798,0,427.1158,353.7817,1056.012,"TAEKWONDO","matched (3)","Paris","Ile-de-France"
11,75,123,40317,2249975,44,25.29545,"matched (3)",252960,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",17918.87,19.55577,112427.9,427.1158,353.7817,1056.012,"TENNIS","matched (3)","Paris","Ile-de-France"
11,75,124,2494,2249975,0,,"master only (1)",92900,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1108.457,0,41289.35,427.1158,353.7817,1056.012,"TENNIS DE TABLE","matched (3)","Paris","Ile-de-France"
11,75,125,3743,2249975,0,,"master only (1)",37445,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1663.574,0,16642.41,427.1158,353.7817,1056.012,"TIR","matched (3)","Paris","Ile-de-France"
11,75,126,723,2249975,0,,"master only (1)",16550,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",321.3369,0,7355.637,427.1158,353.7817,1056.012,"TIR A L'ARC","matched (3)","Paris","Ile-de-France"
11,75,127,1035,2249975,0,,"master only (1)",40910,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",460.0051,0,18182.42,427.1158,353.7817,1056.012,"TRIATHLON","matched (3)","Paris","Ile-de-France"
11,75,128,15739,2249975,2,43.5,"matched (3)",65750,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",6995.189,.8888988,29222.55,427.1158,353.7817,1056.012,"VOILE","matched (3)","Paris","Ile-de-France"
11,75,129,1924,2249975,5,20.4,"matched (3)",62450,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",855.1206,2.222247,27755.86,427.1158,353.7817,1056.012,"VOLLEY","matched (3)","Paris","Ile-de-France"
11,75,131,448,2249975,8,24.25,"matched (3)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",199.1133,3.555595,0,427.1158,353.7817,1056.012,"HOCKEY SUR GLACE","matched (3)","Paris","Ile-de-France"
11,75,201,229,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",101.7789,0,0,427.1158,353.7817,1056.012,"AEROMODELISME","matched (3)","Paris","Ile-de-France"
11,75,202,1921,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",853.7873,0,0,427.1158,353.7817,1056.012,"AERONAUTIQUE","matched (3)","Paris","Ile-de-France"
11,75,204,1126,2249975,0,,"master only (1)",2200,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",500.45,0,977.7886,427.1158,353.7817,1056.012,"AIKIDO AIKIBUDO","matched (3)","Paris","Ile-de-France"
11,75,205,1155,2249975,0,,"master only (1)",1500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",513.3391,0,666.6741,427.1158,353.7817,1056.012,"AIKIDO BUDO","matched (3)","Paris","Ile-de-France"
11,75,206,521,2249975,3,17,"matched (3)",8470,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",231.5581,1.333348,3764.486,427.1158,353.7817,1056.012,"AUTOMOBILE","matched (3)","Paris","Ile-de-France"
11,75,209,193,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",85.77873,0,0,427.1158,353.7817,1056.012,"BALL","matched (3)","Paris","Ile-de-France"
11,75,210,144,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",64.00071,0,0,427.1158,353.7817,1056.012,"BILLARD","matched (3)","Paris","Ile-de-France"
11,75,211,100,2249975,0,,"master only (1)",1500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",44.44494,0,666.6741,427.1158,353.7817,1056.012,"SPORT BOULES","matched (3)","Paris","Ile-de-France"
11,75,212,2359,2249975,3,32,"matched (3)",47922,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1048.456,1.333348,21298.9,427.1158,353.7817,1056.012,"SAVATE BOXE FRANCAISE","matched (3)","Paris","Ile-de-France"
11,75,213,201,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",89.33433,0,0,427.1158,353.7817,1056.012,"BOWLING ET SPORTS DE QUILLES","matched (3)","Paris","Ile-de-France"
11,75,217,91,2249975,0,,"master only (1)",12340,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",40.44489,0,5484.505,427.1158,353.7817,1056.012,"COURSE D'ORIENTATION","matched (3)","Paris","Ile-de-France"
11,75,218,703,2249975,0,,"master only (1)",12550,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",312.4479,0,5577.84,427.1158,353.7817,1056.012,"CYCLOTOURISME","matched (3)","Paris","Ile-de-France"
11,75,219,1213,2249975,0,,"master only (1)",12035,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",539.1171,0,5348.948,427.1158,353.7817,1056.012,"DANSE","matched (3)","Paris","Ile-de-France"
11,75,221,5581,2249975,2,30.5,"matched (3)",48760,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2480.472,.8888988,21671.35,427.1158,353.7817,1056.012,"ETUDES et SPORTS SOUS","matched (3)","Paris","Ile-de-France"
11,75,222,607,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",269.7808,0,0,427.1158,353.7817,1056.012,"FOOTBALL AMERICAIN","matched (3)","Paris","Ile-de-France"
11,75,228,1,2249975,0,,"master only (1)",2100,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",.4444494,0,933.3437,427.1158,353.7817,1056.012,"JOUTES ET SAUVETAGE NAUTIQUE","matched (3)","Paris","Ile-de-France"
11,75,229,7373,2249975,2,24.5,"matched (3)",19250,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",3276.925,.8888988,8555.65,427.1158,353.7817,1056.012,"KARATE","matched (3)","Paris","Ile-de-France"
11,75,232,1017,2249975,1,19,"matched (3)",5750,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",452.005,.4444494,2555.584,427.1158,353.7817,1056.012,"MONTAGNE ESCALADE","matched (3)","Paris","Ile-de-France"
11,75,233,250,2249975,0,,"master only (1)",3150,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",111.1123,0,1400.016,427.1158,353.7817,1056.012,"MOTOCYCLISME","matched (3)","Paris","Ile-de-France"
11,75,237,943,2249975,4,34.25,"matched (3)",29850,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",419.1158,1.777798,13266.81,427.1158,353.7817,1056.012,"PARACHUTISME","matched (3)","Paris","Ile-de-France"
11,75,238,22,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",9.777886,0,0,427.1158,353.7817,1056.012,"PECHE AU COUP","matched (3)","Paris","Ile-de-France"
11,75,239,29,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",12.88903,0,0,427.1158,353.7817,1056.012,"PECHEURS EN MER","matched (3)","Paris","Ile-de-France"
11,75,241,350,2249975,9,20.33333,"matched (3)",12300,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",155.5573,4.000044,5466.728,427.1158,353.7817,1056.012,"PELOTE BASQUE","matched (3)","Paris","Ile-de-France"
11,75,242,2104,2249975,1,28,"matched (3)",5235,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",935.1215,.4444494,2326.693,427.1158,353.7817,1056.012,"PETANQUE ET JEU PROVENCAL","matched (3)","Paris","Ile-de-France"
11,75,243,223,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",99.11221,0,0,427.1158,353.7817,1056.012,"PLANEUR ULM","matched (3)","Paris","Ile-de-France"
11,75,245,2449,2249975,0,,"master only (1)",29013,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1088.457,0,12894.81,427.1158,353.7817,1056.012,"RANDONNEE PEDESTRE","matched (3)","Paris","Ile-de-France"
11,75,246,529,2249975,2,26,"matched (3)",101800,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",235.1137,.8888988,45244.95,427.1158,353.7817,1056.012,"ROLLER SPORTS","matched (3)","Paris","Ile-de-France"
11,75,248,66,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",29.33366,0,0,427.1158,353.7817,1056.012,"RUGBY A XIII","matched (3)","Paris","Ile-de-France"
11,75,249,1034,2249975,0,,"master only (1)",20750,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",459.5607,0,9222.324,427.1158,353.7817,1056.012,"SAUVETAGE ET SECOURISME","matched (3)","Paris","Ile-de-France"
11,75,250,903,2249975,0,,"master only (1)",2000,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",401.3378,0,888.8987,427.1158,353.7817,1056.012,"SKI  NAUTIQUE WAKEBOARD","matched (3)","Paris","Ile-de-France"
11,75,253,190,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",84.44538,0,0,427.1158,353.7817,1056.012,"SURF","matched (3)","Paris","Ile-de-France"
11,75,254,2463,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1094.679,0,0,427.1158,353.7817,1056.012,"TAICHICHUAN ET CHI GONG (Non agréée)","matched (3)","Paris","Ile-de-France"
11,75,256,60,2249975,0,,"master only (1)",4800,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",26.66696,0,2133.357,427.1158,353.7817,1056.012,"TWIRLING BATON","matched (3)","Paris","Ile-de-France"
11,75,257,308,2249975,0,,"master only (1)",14750,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",136.8904,0,6555.628,427.1158,353.7817,1056.012,"VOL A VOILE","matched (3)","Paris","Ile-de-France"
11,75,258,923,2249975,0,,"master only (1)",11396,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",410.2268,0,5064.945,427.1158,353.7817,1056.012,"VOL LIBRE","matched (3)","Paris","Ile-de-France"
11,75,261,1448,2249975,0,,"master only (1)",1000,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",643.5627,0,444.4494,427.1158,353.7817,1056.012,"SPORTS DE CONTACT","matched (3)","Paris","Ile-de-France"
11,75,262,467,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",207.5579,0,0,427.1158,353.7817,1056.012,"DOUBLE DUTCH","matched (3)","Paris","Ile-de-France"
11,75,401,1946,2249975,0,,"master only (1)",3311,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",864.8985,0,1471.572,427.1158,353.7817,1056.012,"C.A.F.","matched (3)","Paris","Ile-de-France"
11,75,402,2069,2249975,0,,"master only (1)",50400,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",919.5658,0,22400.25,427.1158,353.7817,1056.012,"E.P.G.V.","matched (3)","Paris","Ile-de-France"
11,75,403,1778,2249975,0,,"master only (1)",15500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",790.231,0,6888.965,427.1158,353.7817,1056.012,"E.P.M.M.","matched (3)","Paris","Ile-de-France"
11,75,404,781,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",347.115,0,0,427.1158,353.7817,1056.012,"RETRAITE SPORTIVE","matched (3)","Paris","Ile-de-France"
11,75,405,415,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",184.4465,0,0,427.1158,353.7817,1056.012,"SPORT TRAVAILLISTE","matched (3)","Paris","Ile-de-France"
11,75,406,7562,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",3360.926,0,0,427.1158,353.7817,1056.012,"DEFENSE","matched (3)","Paris","Ile-de-France"
11,75,407,23,2249975,0,,"master only (1)",14870,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",10.22234,0,6608.962,427.1158,353.7817,1056.012,"MILIEU RURAL","matched (3)","Paris","Ile-de-France"
11,75,408,5948,2249975,0,,"master only (1)",87140,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2643.585,0,38729.32,427.1158,353.7817,1056.012,"F.S.C.F.","matched (3)","Paris","Ile-de-France"
11,75,409,1287,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",572.0063,0,0,427.1158,353.7817,1056.012,"MACCABI","matched (3)","Paris","Ile-de-France"
11,75,410,19637,2249975,0,,"master only (1)",61550,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",8727.652,0,27355.86,427.1158,353.7817,1056.012,"F.S.G.T.","matched (3)","Paris","Ile-de-France"
11,75,411,866,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",384.8932,0,0,427.1158,353.7817,1056.012,"POLICE","matched (3)","Paris","Ile-de-France"
11,75,413,927,2249975,0,,"master only (1)",77794,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",412.0046,0,34575.5,427.1158,353.7817,1056.012,"UFOLEP","matched (3)","Paris","Ile-de-France"
11,75,415,143,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",63.55626,0,0,427.1158,353.7817,1056.012,"FONCT. PUBLIQUE (FF OPEN JS)","matched (3)","Paris","Ile-de-France"
11,75,417,615,2249975,0,,"master only (1)",26750,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",273.3364,0,11889.02,427.1158,353.7817,1056.012,"LEO LAGRANGE","matched (3)","Paris","Ile-de-France"
11,75,420,4302,2249975,0,,"master only (1)",9500,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",1912.021,0,4222.269,427.1158,353.7817,1056.012,"FEDERATION SPORTIVE DES ASPTT","matched (3)","Paris","Ile-de-France"
11,75,501,728,2249975,16,35.375,"matched (3)",186100,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",323.5591,7.11119,82712.03,427.1158,353.7817,1056.012,"HANDISPORT","matched (3)","Paris","Ile-de-France"
11,75,503,455,2249975,8,23.375,"matched (3)",167720,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",202.2245,3.555595,74543.05,427.1158,353.7817,1056.012,"SPORT ADAPTE","matched (3)","Paris","Ile-de-France"
11,75,601,5945,2249975,0,,"master only (1)",20450,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",2642.251,0,9088.99,427.1158,353.7817,1056.012,"F.F. SPORT U","matched (3)","Paris","Ile-de-France"
11,75,603,6768,2249975,0,,"master only (1)",0,"master only (1)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",3008.033,0,0,427.1158,353.7817,1056.012,"U.N.C.U.","matched (3)","Paris","Ile-de-France"
11,75,604,22231,2249975,0,,"master only (1)",69650,"matched (3)",961,29.4037,"matched (3)",796,"matched (3)",2376,"matched (3)",9880.555,0,30955.9,427.1158,353.7817,1056.012,"U.N.S.S.","matched (3)","Paris","Ile-de-France"
11,77,101,6425,1335604,44,21.22727,"matched (3)",63450,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",4810.558,32.9439,47506.6,40.43114,739.7402,2770.282,"ATHLETISME","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,102,1051,1335604,3,19,"matched (3)",51900,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",786.9099,2.246175,38858.82,40.43114,739.7402,2770.282,"AVIRON","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,103,5213,1335604,2,17.5,"matched (3)",36900,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",3903.103,1.49745,27627.95,40.43114,739.7402,2770.282,"BADMINTON","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,105,7943,1335604,7,18,"matched (3)",110060,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",5947.122,5.241075,82404.66,40.43114,739.7402,2770.282,"BASKET","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,106,847,1335604,1,21,"matched (3)",6900,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",634.17,.7487249,5166.202,40.43114,739.7402,2770.282,"BOXE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,107,547,1335604,6,20,"matched (3)",33600,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",409.5525,4.49235,25157.16,40.43114,739.7402,2770.282,"CANOË","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,108,1800,1335604,4,26.5,"matched (3)",7800,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",1347.705,2.9949,5840.054,40.43114,739.7402,2770.282,"CYCLISME","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,109,17255,1335604,18,27.61111,"matched (3)",53600,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",12919.25,13.47705,40131.66,40.43114,739.7402,2770.282,"EQUITATION","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,110,1331,1335604,8,21.625,"matched (3)",29400,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",996.5529,5.989799,22012.51,40.43114,739.7402,2770.282,"ESCRIME","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,111,37307,1335604,5,16.8,"matched (3)",251325,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",27932.68,3.743625,188173.3,40.43114,739.7402,2770.282,"FOOTBALL","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,112,214,1335604,1,26,"matched (3)",1800,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",160.2271,.7487249,1347.705,40.43114,739.7402,2770.282,"SPORTS DE GLACE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,113,8571,1335604,9,16.33333,"matched (3)",54480,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",6417.321,6.738524,40790.54,40.43114,739.7402,2770.282,"GYMNASTIQUE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,114,1358,1335604,1,30,"matched (3)",1600,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",1016.768,.7487249,1197.96,40.43114,739.7402,2770.282,"HALTEROPHILIE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,115,15079,1335604,2,18.5,"matched (3)",77400,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",11290.02,1.49745,57951.31,40.43114,739.7402,2770.282,"HANDBALL","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,116,65,1335604,0,,"master only (1)",0,"master only (1)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",48.66712,0,0,40.43114,739.7402,2770.282,"HOCKEY/GAZON","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,117,16476,1335604,17,23.35294,"matched (3)",86900,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",12335.99,12.72832,65064.2,40.43114,739.7402,2770.282,"JUDO","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,118,598,1335604,1,26,"matched (3)",16100,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",447.7375,.7487249,12054.47,40.43114,739.7402,2770.282,"LUTTE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,119,5628,1335604,12,20.16667,"matched (3)",31700,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",4213.824,8.984699,23734.58,40.43114,739.7402,2770.282,"NATATION","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,121,256,1335604,0,,"master only (1)",0,"master only (1)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",191.6736,0,0,40.43114,739.7402,2770.282,"SKI","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,122,2177,1335604,2,29.5,"matched (3)",2200,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",1629.974,1.49745,1647.195,40.43114,739.7402,2770.282,"TAEKWONDO","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,123,24990,1335604,4,15.25,"matched (3)",130220,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",18710.64,2.9949,97498.96,40.43114,739.7402,2770.282,"TENNIS","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,124,3343,1335604,4,19.25,"matched (3)",31100,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",2502.987,2.9949,23285.35,40.43114,739.7402,2770.282,"TENNIS DE TABLE","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,125,2923,1335604,1,22,"matched (3)",14600,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",2188.523,.7487249,10931.38,40.43114,739.7402,2770.282,"TIR","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,126,2401,1335604,8,19.625,"matched (3)",20400,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",1797.688,5.989799,15273.99,40.43114,739.7402,2770.282,"TIR A L'ARC","matched (3)","Seine-et-Marne","Ile-de-France"
11,77,127,859,1335604,0,,"master only (1)",8600,"matched (3)",54,29.7407,"matched (3)",988,"matched (3)",3700,"matched (3)",643.1547,0,6439.034,40.43114,739.7402,2770.282,"TRIATHLON","matched (3)","Seine-et-Marne","Ile-de-France"
