,DepCode,DepLib,ComInsee,ComLib,EquipementTypeLib,EquGpsX,EquGpsY
0,1,Ain,1001,Abergement-Clémenciat,Salles polyvalentes / des fêtes / non spécialisées,4.9206,46.1531
1,1,Ain,1001,Abergement-Clémenciat,Terrain de boules,4.9206,46.1531
2,1,Ain,1001,Abergement-Clémenciat,Terrain de boules,4.9206,46.1531
3,1,Ain,1001,Abergement-Clémenciat,Terrain de football,4.9247,46.1511
4,1,Ain,1001,Abergement-Clémenciat,Plateau EPS/Multisports/city-stades,4.9242,46.1508
5,1,Ain,1004,Ambérieu-en-Bugey,Parcours sportif/santé,5.38,45.9625
6,1,Ain,1004,Ambérieu-en-Bugey,Salle de gymnastique sportive,5.34833,45.97527
7,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.34833,45.97527
8,1,Ain,1004,Ambérieu-en-Bugey,Plateau EPS/Multisports/city-stades,5.35638,45.96055
9,1,Ain,1004,Ambérieu-en-Bugey,Piste d'athlétisme isolée,5.35611,45.96
10,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.35611,45.96055
11,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.34916,45.96166
12,1,Ain,1004,Ambérieu-en-Bugey,Salles polyvalentes / des fêtes / non spécialisées,5.35654,45.95955
13,1,Ain,1004,Ambérieu-en-Bugey,Salle de danse,5.35681,45.95975
14,1,Ain,1004,Ambérieu-en-Bugey,Salle d'escrime,5.33722,45.95527
15,1,Ain,1004,Ambérieu-en-Bugey,Anneau / piste de cyclisme,5.33722,45.95527
16,1,Ain,1004,Ambérieu-en-Bugey,Salle de tennis de table,5.33722,45.95527
17,1,Ain,1004,Ambérieu-en-Bugey,Court de tennis,5.34333,45.95861
18,1,Ain,1004,Ambérieu-en-Bugey,Court de tennis,5.34305,45.95888
19,1,Ain,1004,Ambérieu-en-Bugey,Terrain de football,5.34027,45.95916
20,1,Ain,1004,Ambérieu-en-Bugey,Terrain de football,5.34111,45.95833
21,1,Ain,1004,Ambérieu-en-Bugey,Terrain de football,5.3425,46.25916
22,1,Ain,1004,Ambérieu-en-Bugey,Terrain de football,5.34277,46.25833
23,1,Ain,1004,Ambérieu-en-Bugey,Terrain de rugby,5.34027,45.96138
24,1,Ain,1004,Ambérieu-en-Bugey,Terrain de rugby,5.34194,45.95888
25,1,Ain,1004,Ambérieu-en-Bugey,Stade d’athlétisme,5.3425,45.96027
26,1,Ain,1004,Ambérieu-en-Bugey,Dojo / Salle d'arts martiaux,5.34111,45.96
27,1,Ain,1004,Ambérieu-en-Bugey,Dojo / Salle d'arts martiaux,5.34111,45.96
28,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.34111,45.96
29,1,Ain,1004,Ambérieu-en-Bugey,Skate park,5.34305,45.96138
30,1,Ain,1004,Ambérieu-en-Bugey,Court de tennis,5.34333,45.95916
31,1,Ain,1004,Ambérieu-en-Bugey,Salle de danse,5.35777,45.95916
32,1,Ain,1004,Ambérieu-en-Bugey,Circuit de motocross,5.37888,45.965
33,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.36083,45.95805
34,1,Ain,1004,Ambérieu-en-Bugey,Plateau EPS/Multisports/city-stades,5.36111,45.95888
35,1,Ain,1004,Ambérieu-en-Bugey,Manège,5.38,45.9375
36,1,Ain,1004,Ambérieu-en-Bugey,Carrière,5.37972,45.93805
37,1,Ain,1004,Ambérieu-en-Bugey,Court de tennis,5.34583,45.96277
38,1,Ain,1004,Ambérieu-en-Bugey,Terrain de boules,5.34583,45.96277
39,1,Ain,1004,Ambérieu-en-Bugey,Salles polyvalentes / des fêtes / non spécialisées,5.34555,45.96305
40,1,Ain,1004,Ambérieu-en-Bugey,Terrain de handball,5.35111,45.97333
41,1,Ain,1004,Ambérieu-en-Bugey,Anneau de Roller,5.35055,45.97333
42,1,Ain,1004,Ambérieu-en-Bugey,Aire de saut,5.35027,45.97333
43,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.35083,45.97361
44,1,Ain,1004,Ambérieu-en-Bugey,Piste d'athlétisme isolée,5.35027,45.97333
45,1,Ain,1004,Ambérieu-en-Bugey,Salle multisports,5.35666,45.96194
46,1,Ain,1004,Ambérieu-en-Bugey,Terrain de boules,5.35472,45.96722
47,1,Ain,1004,Ambérieu-en-Bugey,Terrain de boules,5.34011,45.9607
48,1,Ain,1004,Ambérieu-en-Bugey,Salle de danse,5.347832,45.977377
49,1,Ain,1004,Ambérieu-en-Bugey,Terrain de boules,5.36739,45.95668
50,1,Ain,1004,Ambérieu-en-Bugey,Bassin sportif de natation,5.344532,45.9615
51,1,Ain,1004,Ambérieu-en-Bugey,Bassin ludique de natation,5.343441,45.96176
52,1,Ain,1005,Ambérieux-en-Dombes,Salles polyvalentes / des fêtes / non spécialisées,4.9014,45.9986
53,1,Ain,1005,Ambérieux-en-Dombes,Terrain de boules,4.9036,45.9906
54,1,Ain,1005,Ambérieux-en-Dombes,Plateau EPS/Multisports/city-stades,4.8933,45.9964
55,1,Ain,1005,Ambérieux-en-Dombes,Parcours d'obstacle,4.8981,45.9995
56,1,Ain,1005,Ambérieux-en-Dombes,Terrain de pétanque,4.9044,45.9989
57,1,Ain,1005,Ambérieux-en-Dombes,Terrain de boules,4.9044,45.9992
58,1,Ain,1005,Ambérieux-en-Dombes,Terrain de boules,4.9006,45.9986
59,1,Ain,1005,Ambérieux-en-Dombes,Terrain de football,4.9019,45.9917
60,1,Ain,1005,Ambérieux-en-Dombes,Anneau de Roller,4.9006,45.9911
61,1,Ain,1005,Ambérieux-en-Dombes,Manège,4.9248,45.981328
62,1,Ain,1005,Ambérieux-en-Dombes,Carrière,4.9248,45.981328
63,1,Ain,1005,Ambérieux-en-Dombes,Plateau EPS/Multisports/city-stades,4.9013,45.992
64,1,Ain,1005,Ambérieux-en-Dombes,Carrière,4.8972,45.9999
65,1,Ain,1007,Ambronay,Terrain de basket-ball,5.3625,46.0075
66,1,Ain,1007,Ambronay,Terrain de football,5.34821,46.00574
67,1,Ain,1007,Ambronay,Court de tennis,5.34743,46.0054
68,1,Ain,1007,Ambronay,Terrain de pétanque,5.36134,46.0056
69,1,Ain,1007,Ambronay,Salle d'échecs,5.36056,46.00667
70,1,Ain,1007,Ambronay,Terrain de boules,5.36166,46.005
71,1,Ain,1007,Ambronay,Salles polyvalentes / des fêtes / non spécialisées,5.35916,46.0075
72,1,Ain,1007,Ambronay,Point d'embarquement et de débarquement isolé,5.32731,46.03395
73,1,Ain,1007,Ambronay,Stade de canoë-kayak de vitesse,5.32705,46.03464
74,1,Ain,1007,Ambronay,Terrain de beach-volley,5.32754,46.03418
75,1,Ain,1007,Ambronay,Terrain de football,5.3479,46.00606
76,1,Ain,1007,Ambronay,Terrain de boules,5.36203,46.00521
77,1,Ain,1007,Ambronay,Pas de tir à l'arc,5.32754,46.03418
78,1,Ain,1007,Ambronay,Parcours fixe de course d’orientation,5.32693,46.03472
79,1,Ain,1008,Ambutrix,Terrain de basket-ball,5.34,45.93889
80,1,Ain,1008,Ambutrix,Salles polyvalentes / des fêtes / non spécialisées,5.33917,45.93889
81,1,Ain,1008,Ambutrix,Terrain de pétanque,5.33556,45.93917
82,1,Ain,1008,Ambutrix,Terrain de football,5.3275,45.93889
83,1,Ain,1008,Ambutrix,Salle de musculation/cardiotraining,5.33083,45.94306
84,1,Ain,1008,Ambutrix,Salle de cours collectifs,5.33083,45.94306
85,1,Ain,1010,Anglefort,Terrain de pétanque,5.81056,45.90528
86,1,Ain,1010,Anglefort,Terrain de pétanque,5.81083,45.90556
87,1,Ain,1010,Anglefort,Salles polyvalentes / des fêtes / non spécialisées,5.80944,45.91389
88,1,Ain,1010,Anglefort,Terrain de football,5.8138,45.9105
89,1,Ain,1010,Anglefort,Terrain de football,5.815,45.91083
90,1,Ain,1010,Anglefort,Court de tennis,5.81444,45.91111
91,1,Ain,1010,Anglefort,Mur de tennis,5.81472,45.91138
92,1,Ain,1010,Anglefort,Circuit de vitesse,5.81583,45.90833
93,1,Ain,1010,Anglefort,Site d'aéromodélisme,5.81541,45.9075
94,1,Ain,1013,Arandas,Plateau EPS/Multisports/city-stades,5.48444,45.89806
95,1,Ain,1013,Arandas,Terrain de boules,5.48861,45.89806
96,1,Ain,1014,Arbent,Terrain de rugby,5.66833,46.27416
97,1,Ain,1014,Arbent,Terrain de rugby,5.66944,46.275
98,1,Ain,1014,Arbent,Terrain de rugby,5.66833,46.27527
99,1,Ain,1014,Arbent,Salle de musculation/cardiotraining,5.67083,46.27527
100,1,Ain,1014,Arbent,Terrain de football,5.67,46.27583
101,1,Ain,1014,Arbent,Terrain de football,5.67,46.27694
102,1,Ain,1014,Arbent,Terrain de football,5.67111,46.27638
103,1,Ain,1014,Arbent,Court de tennis,5.68,46.27805
104,1,Ain,1014,Arbent,Mur de tennis,5.68027,46.27805
105,1,Ain,1014,Arbent,Piste d’aérodrome / d'aéroport,5.6669,46.2783
106,1,Ain,1014,Arbent,Piste d’aérodrome / d'aéroport,5.6669,46.2783
107,1,Ain,1014,Arbent,Terrain de boules,5.67777,46.29416
108,1,Ain,1014,Arbent,Structure Artificielle d'Escalade,5.67194,46.26888
109,1,Ain,1014,Arbent,Salle multisports,5.67194,46.26888
110,1,Ain,1014,Arbent,Salle multisports,5.67194,46.26888
111,1,Ain,1014,Arbent,Plateau EPS/Multisports/city-stades,5.67166,46.26861
112,1,Ain,1014,Arbent,Terrain de boules,5.67611,46.2725
113,1,Ain,1014,Arbent,Plateau EPS/Multisports/city-stades,5.67752,46.2804
114,1,Ain,1014,Arbent,Salle multisports,5.67888,46.27916
115,1,Ain,1014,Arbent,Dojo / Salle d'arts martiaux,5.67888,46.27916
116,1,Ain,1014,Arbent,Salle de cours collectifs,5.67888,46.27916
117,1,Ain,1014,Arbent,Court de tennis,5.67846,46.27861
118,1,Ain,1014,Arbent,Plateau EPS/Multisports/city-stades,5.67776,46.28006
119,1,Ain,1015,Arbignieu,Terrain de boules,5.64805,45.72888
120,1,Ain,1015,Arbignieu,Court de tennis,5.64861,45.72916
121,1,Ain,1015,Arbignieu,Manège,5.6488,45.7322
122,1,Ain,1015,Arbignieu,Carrière,5.6488,45.7322
123,1,Ain,1016,Arbigny,Terrain de football,4.94361,46.48333
124,1,Ain,1017,Argis,Terrain de boules,5.49222,45.93167
125,1,Ain,1017,Argis,Aire de saut,5.49222,45.93167
126,1,Ain,1017,Argis,Plateau EPS/Multisports/city-stades,5.49222,45.93167
127,1,Ain,1017,Argis,Terrain de boules,5.48972,45.93278
128,1,Ain,1021,Ars-sur-Formans,Terrain de football,4.8186,45.9911
129,1,Ain,1021,Ars-sur-Formans,Court de tennis,4.81694,45.99111
130,1,Ain,1021,Ars-sur-Formans,Court de tennis,4.82472,45.98972
131,1,Ain,1021,Ars-sur-Formans,Terrain de boules,4.8269,45.9972
132,1,Ain,1021,Ars-sur-Formans,Salles polyvalentes / des fêtes / non spécialisées,4.8175,45.9908
133,1,Ain,1021,Ars-sur-Formans,Skate park,4.8189,45.9911
134,1,Ain,1022,Artemare,Terrain de football,5.6875,45.8727
135,1,Ain,1022,Artemare,Salle multisports,5.6866,45.8738
136,1,Ain,1022,Artemare,Salle multisports,5.6866,45.8738
137,1,Ain,1022,Artemare,Terrain de basket-ball,5.6866,45.8738
138,1,Ain,1022,Artemare,Terrain de boules,5.6875,45.87361
139,1,Ain,1022,Artemare,Terrain de boules,5.6875,45.87388
140,1,Ain,1022,Artemare,Manège,5.69388,45.86777
141,1,Ain,1022,Artemare,Carrière,5.69305,45.86805
142,1,Ain,1022,Artemare,Plateau EPS/Multisports/city-stades,5.687455,45.87382
143,1,Ain,1023,Asnières-sur-Saône,Point d'embarquement et de débarquement isolé,4.87556,46.38417
144,1,Ain,1024,Attignat,Terrain de football,5.15472,46.28806
145,1,Ain,1024,Attignat,Terrain de football,5.15361,46.28806
146,1,Ain,1024,Attignat,Terrain de football,5.15472,46.2875
147,1,Ain,1024,Attignat,Court de tennis,5.15361,46.28722
148,1,Ain,1024,Attignat,Salle multisports,5.16222,46.29
149,1,Ain,1024,Attignat,Terrain de basket-ball,5.16194,46.29
150,1,Ain,1024,Attignat,Terrain de pétanque,5.16083,46.2925
151,1,Ain,1024,Attignat,Terrain de boules,5.16056,46.29222
152,1,Ain,1024,Attignat,Skate park,5.16056,46.29194
153,1,Ain,1024,Attignat,Salle multisports,5.16222,46.29
154,1,Ain,1024,Attignat,Terrain de boules,5.16083,46.2925
155,1,Ain,1024,Attignat,Court de tennis,5.15361,46.28722
156,1,Ain,1025,Bâgé-la-Ville,Plateau EPS/Multisports/city-stades,4.94778,46.31603
157,1,Ain,1025,Bâgé-la-Ville,Salle multisports,4.945,46.31777
158,1,Ain,1025,Bâgé-la-Ville,Plateau EPS/Multisports/city-stades,4.945,46.31722
159,1,Ain,1025,Bâgé-la-Ville,Piste d'athlétisme isolée,4.945,46.31722
160,1,Ain,1025,Bâgé-la-Ville,Piste d'athlétisme isolée,4.945,46.31722
161,1,Ain,1025,Bâgé-la-Ville,Dojo / Salle d'arts martiaux,4.945,46.31777
162,1,Ain,1025,Bâgé-la-Ville,Terrain de football,4.9375,46.31402
163,1,Ain,1025,Bâgé-la-Ville,Skate park,4.9375,46.3136
164,1,Ain,1026,Bâgé-le-Châtel,Salles polyvalentes / des fêtes / non spécialisées,4.9289,46.3081
165,1,Ain,1026,Bâgé-le-Châtel,Terrain de boules,4.9311,46.3089
166,1,Ain,1026,Bâgé-le-Châtel,Terrain de boules,4.93077,46.3099
167,1,Ain,1026,Bâgé-le-Châtel,Terrain de football,4.9367,46.3128
168,1,Ain,1026,Bâgé-le-Châtel,Terrain de football,4.9381,46.3125
169,1,Ain,1027,Balan,Terrain de rugby,5.09222,45.835
170,1,Ain,1027,Balan,Terrain de football,5.09333,45.835
171,1,Ain,1027,Balan,Plateau EPS/Multisports/city-stades,5.09361,45.83444
172,1,Ain,1027,Balan,Court de tennis,5.09417,45.83556
173,1,Ain,1027,Balan,Terrain de volley-ball,5.09389,45.83472
174,1,Ain,1027,Balan,Plateau EPS/Multisports/city-stades,5.09556,45.83472
175,1,Ain,1027,Balan,Salles polyvalentes / des fêtes / non spécialisées,5.09556,45.83417
176,1,Ain,1027,Balan,Terrain de boules,5.10056,45.83444
177,1,Ain,1027,Balan,Terrain de pétanque,5.10083,45.83417
178,1,Ain,1027,Balan,Court de tennis,5.10361,45.83306
179,1,Ain,1027,Balan,Terrain de football,5.10528,45.83306
180,1,Ain,1027,Balan,Terrain de football,5.10444,45.83389
181,1,Ain,1027,Balan,Court de tennis,5.10639,45.8325
182,1,Ain,1027,Balan,Terrain de basket-ball,5.10611,45.83222
183,1,Ain,1027,Balan,Salle multisports,5.10389,45.83361
184,1,Ain,1027,Balan,Stade d’athlétisme,5.10629,45.8327
185,1,Ain,1027,Balan,Carrière,5.10556,45.83639
186,1,Ain,1027,Balan,Carrière,5.10583,45.83694
187,1,Ain,1027,Balan,Manège,5.10583,45.83694
188,1,Ain,1028,Baneins,Salle de musculation/cardiotraining,4.9039,46.1108
189,1,Ain,1028,Baneins,Salles polyvalentes / des fêtes / non spécialisées,4.9019,46.1111
190,1,Ain,1028,Baneins,Terrain de boules,4.89972,46.10889
191,1,Ain,1028,Baneins,Plateau EPS/Multisports/city-stades,4.89972,46.10861
192,1,Ain,1028,Baneins,Terrain de pétanque,4.89944,46.10889
193,1,Ain,1028,Baneins,Terrain de football,4.89917,46.10889
194,1,Ain,1028,Baneins,Plateau EPS/Multisports/city-stades,4.9025,46.11
195,1,Ain,1028,Baneins,Carrière,4.91952,46.12032
196,1,Ain,1028,Baneins,Carrière,,
197,1,Ain,1028,Baneins,Manège,,
198,1,Ain,1029,Beaupont,Terrain de basket-ball,5.2652,46.4116
199,1,Ain,1029,Beaupont,Court de tennis,5.2655,46.4119
200,1,Ain,1029,Beaupont,Terrain de football,5.2661,46.4116
201,1,Ain,1029,Beaupont,Salles polyvalentes / des fêtes / non spécialisées,5.265,46.41056
202,1,Ain,1029,Beaupont,Terrain de pétanque,5.26528,46.41028
203,1,Ain,1029,Beaupont,Plateau EPS/Multisports/city-stades,5.25889,46.40944
204,1,Ain,1030,Beauregard,Terrain de boules,4.75139,45.99833
205,1,Ain,1030,Beauregard,Court de tennis,4.75556,46.00222
206,1,Ain,1030,Beauregard,Terrain de basket-ball,4.755387,46.002373
207,1,Ain,1030,Beauregard,Salles polyvalentes / des fêtes / non spécialisées,4.75167,46.0
208,1,Ain,1030,Beauregard,Terrain de pétanque,4.75111,45.99722
209,1,Ain,1030,Beauregard,Plateau EPS/Multisports/city-stades,4.751759,45.996994
210,1,Ain,1030,Beauregard,Salles polyvalentes / des fêtes / non spécialisées,4.751061,46.002796
211,1,Ain,1031,Bellignat,Terrain de football,5.63166,46.24583
212,1,Ain,1031,Bellignat,Salle multisports,5.63222,46.25055
213,1,Ain,1031,Bellignat,Structure Artificielle d'Escalade,5.63222,46.25055
214,1,Ain,1031,Bellignat,Salle de musculation/cardiotraining,5.63222,46.25055
215,1,Ain,1031,Bellignat,Salle multisports,5.63222,46.25055
216,1,Ain,1031,Bellignat,Plateau EPS/Multisports/city-stades,5.63194,46.24111
217,1,Ain,1031,Bellignat,Parcours d'initiation,5.62972,46.24027
218,1,Ain,1031,Bellignat,Court de tennis,5.63027,46.24027
219,1,Ain,1031,Bellignat,Terrain de pétanque,5.63,46.24
220,1,Ain,1031,Bellignat,Terrain de football,5.62027,46.23833
221,1,Ain,1031,Bellignat,Terrain de football,5.62083,46.23888
222,1,Ain,1031,Bellignat,Terrain de football,5.62277,46.24027
223,1,Ain,1031,Bellignat,Salle de musculation/cardiotraining,5.62222,46.23972
224,1,Ain,1031,Bellignat,Salles polyvalentes / des fêtes / non spécialisées,5.62944,46.24111
225,1,Ain,1031,Bellignat,Terrain de boules,5.62805,46.24305
226,1,Ain,1031,Bellignat,Plateau EPS/Multisports/city-stades,5.63583,46.25416
227,1,Ain,1031,Bellignat,Terrain de handball,5.63889,46.25128
228,1,Ain,1031,Bellignat,Terrain de basket-ball,5.63861,46.25111
229,1,Ain,1031,Bellignat,Circuit de vitesse,5.63444,46.23805
230,1,Ain,1031,Bellignat,Plateau EPS/Multisports/city-stades,5.63138,46.25
231,1,Ain,1031,Bellignat,Piste d'athlétisme isolée,5.63138,46.25
232,1,Ain,1031,Bellignat,Piste d'athlétisme isolée,5.63194,46.24111
233,1,Ain,1031,Bellignat,Court de tennis,5.63027,46.24027
234,1,Ain,1031,Bellignat,Piste d'athlétisme isolée,5.63583,46.25416
235,1,Ain,1031,Bellignat,Piste d'athlétisme isolée,5.63861,46.25111
236,1,Ain,1032,Béligneux,Terrain de rugby,5.11599,45.84734
237,1,Ain,1032,Béligneux,Pas de tir à la cible,5.13416,45.84583
238,1,Ain,1032,Béligneux,Piste d'athlétisme isolée,5.11583,45.84666
239,1,Ain,1032,Béligneux,Terrain de football,5.12638,45.84694
240,1,Ain,1032,Béligneux,Court de tennis,5.12694,45.84805
241,1,Ain,1032,Béligneux,Salle de boxe,5.125,45.84722
242,1,Ain,1032,Béligneux,Salle de musculation/cardiotraining,5.11611,45.84555
243,1,Ain,1032,Béligneux,Dojo / Salle d'arts martiaux,5.125,45.84722
244,1,Ain,1032,Béligneux,Bassin mixte de natation,5.12445,45.84723
245,1,Ain,1032,Béligneux,Salle multisports,5.125,45.84694
246,1,Ain,1032,Béligneux,Structure Artificielle d'Escalade,5.125,45.84694
247,1,Ain,1032,Béligneux,Plateau EPS/Multisports/city-stades,5.12778,45.86667
248,1,Ain,1032,Béligneux,Piste d'athlétisme isolée,5.13194,45.85222
249,1,Ain,1032,Béligneux,Terrain de handball,5.13166,45.85277
250,1,Ain,1032,Béligneux,Salle de danse,5.12806,45.86667
251,1,Ain,1032,Béligneux,Terrain de boules,5.12916,45.85166
252,1,Ain,1032,Béligneux,Terrain de football,5.12527,45.85194
253,1,Ain,1032,Béligneux,Plateau EPS/Multisports/city-stades,5.13182,45.85233
254,1,Ain,1032,Béligneux,Carrière de dressage/rond de longe,5.118853,45.853157
255,1,Ain,1032,Béligneux,Manège,5.118853,45.853157
256,1,Ain,1032,Béligneux,Carrière,5.118853,45.853157
257,1,Ain,1032,Béligneux,Manège,5.118853,45.853157
258,1,Ain,1032,Béligneux,Carrière de dressage/rond de longe,5.118853,45.853157
259,1,Ain,1032,Béligneux,Carrière,,
260,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de rugby,5.81611,46.12277
261,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de rugby,5.81472,46.1225
262,1,Ain,1033,Bellegarde-sur-Valserine,Court de tennis,5.81527,46.12166
263,1,Ain,1033,Bellegarde-sur-Valserine,Skate park,5.81388,46.12222
264,1,Ain,1033,Bellegarde-sur-Valserine,Plateau EPS/Multisports/city-stades,5.81666,46.12166
265,1,Ain,1033,Bellegarde-sur-Valserine,Salle multisports,5.82722,46.10666
266,1,Ain,1033,Bellegarde-sur-Valserine,Dojo / Salle d'arts martiaux,5.82722,46.10666
267,1,Ain,1033,Bellegarde-sur-Valserine,Salle de gymnastique sportive,5.82722,46.10666
268,1,Ain,1033,Bellegarde-sur-Valserine,Plateau EPS/Multisports/city-stades,5.82739,46.10619
269,1,Ain,1033,Bellegarde-sur-Valserine,Salle multisports,5.81638,46.11444
270,1,Ain,1033,Bellegarde-sur-Valserine,Salle multisports,5.81638,46.11444
271,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de football,5.81972,46.09111
272,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de football,5.8597,46.09331
273,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.8075,46.12222
274,1,Ain,1033,Bellegarde-sur-Valserine,Court de tennis,5.80472,46.11861
275,1,Ain,1033,Bellegarde-sur-Valserine,Court de tennis,5.80527,46.11833
276,1,Ain,1033,Bellegarde-sur-Valserine,Court de tennis,5.80472,46.11916
277,1,Ain,1033,Bellegarde-sur-Valserine,Salle de musculation/cardiotraining,5.8075,46.12222
278,1,Ain,1033,Bellegarde-sur-Valserine,Dojo / Salle d'arts martiaux,5.8075,46.12222
279,1,Ain,1033,Bellegarde-sur-Valserine,Salles polyvalentes / des fêtes / non spécialisées,5.8075,46.12222
280,1,Ain,1033,Bellegarde-sur-Valserine,Salle de tennis de table,5.8075,46.12222
281,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de pétanque,5.8325,46.10638
282,1,Ain,1033,Bellegarde-sur-Valserine,Bassin sportif de natation,5.81417,46.1258
283,1,Ain,1033,Bellegarde-sur-Valserine,Piste d’aérodrome / d'aéroport,5.80527,46.12277
284,1,Ain,1033,Bellegarde-sur-Valserine,Carrière,5.8025,46.11805
285,1,Ain,1033,Bellegarde-sur-Valserine,Circuit de motocross,5.80472,46.10583
286,1,Ain,1033,Bellegarde-sur-Valserine,Salle multisports,5.82611,46.10722
287,1,Ain,1033,Bellegarde-sur-Valserine,Structure Artificielle d'Escalade,5.82611,46.10722
288,1,Ain,1033,Bellegarde-sur-Valserine,Salle de danse,5.82805,46.10833
289,1,Ain,1033,Bellegarde-sur-Valserine,Salle de danse,5.82805,46.10833
290,1,Ain,1033,Bellegarde-sur-Valserine,Stade d’aviron,5.82166,46.09444
291,1,Ain,1033,Bellegarde-sur-Valserine,Salle de musculation/cardiotraining,5.82194,46.09333
292,1,Ain,1033,Bellegarde-sur-Valserine,Plateau EPS/Multisports/city-stades,5.82027,46.11083
293,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.820081,46.11111
294,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.8208,46.11111
295,1,Ain,1033,Bellegarde-sur-Valserine,Plateau EPS/Multisports/city-stades,5.81416,46.09694
296,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.81555,46.09666
297,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.81611,46.09666
298,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de boules,5.85166,46.09833
299,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de pétanque,5.85166,46.09833
300,1,Ain,1033,Bellegarde-sur-Valserine,Salle de cours collectifs,5.8075,46.1225
301,1,Ain,1033,Bellegarde-sur-Valserine,Boucle de randonnée,5.83083,46.1075
302,1,Ain,1033,Bellegarde-sur-Valserine,Terrain de football,5.81888,46.09166
303,1,Ain,1033,Bellegarde-sur-Valserine,Structure Artificielle d'Escalade,5.81638,46.11444
304,1,Ain,1033,Bellegarde-sur-Valserine,Bassin mixte de natation,5.81417,46.1258
305,1,Ain,1033,Bellegarde-sur-Valserine,Piste d'athlétisme isolée,5.815937,46.123119
306,1,Ain,1033,Bellegarde-sur-Valserine,Court de tennis,5.80446,46.11949
307,1,Ain,1033,Bellegarde-sur-Valserine,Dojo / Salle d'arts martiaux,5.81638,46.11444
308,1,Ain,1033,Bellegarde-sur-Valserine,Bassin sportif de natation,5.81572,46.116626
309,1,Ain,1033,Bellegarde-sur-Valserine,Bassin d'exercices aquatiques,5.81572,46.116626
310,1,Ain,1033,Bellegarde-sur-Valserine,Bassin ludique de natation,5.81572,46.116626
311,1,Ain,1033,Bellegarde-sur-Valserine,Salle de cours collectifs,5.81572,46.116626
312,1,Ain,1033,Bellegarde-sur-Valserine,Salle de cours collectifs,5.81572,46.116626
313,1,Ain,1033,Bellegarde-sur-Valserine,Plateau EPS/Multisports/city-stades,5.82603,46.10524
314,1,Ain,1034,Belley,Salle multisports,5.6835,45.76046
315,1,Ain,1034,Belley,Salle multisports,5.69167,45.76243
316,1,Ain,1034,Belley,Dojo / Salle d'arts martiaux,5.69167,45.76222
317,1,Ain,1034,Belley,Salle multisports,5.6909,45.7635
318,1,Ain,1034,Belley,Salle de gymnastique sportive,5.69074,45.76377
319,1,Ain,1034,Belley,Plateau EPS/Multisports/city-stades,5.6912,45.7628
320,1,Ain,1034,Belley,Terrain de pétanque,5.69194,45.75972
321,1,Ain,1034,Belley,Site de modélisme automobile,5.681,45.7488
322,1,Ain,1034,Belley,Pas de tir à la cible,5.68072,45.7498
323,1,Ain,1034,Belley,Pas de tir à la cible,5.68072,45.7498
324,1,Ain,1034,Belley,Salles polyvalentes / des fêtes / non spécialisées,5.68528,45.75667
325,1,Ain,1034,Belley,Salle de cours collectifs,5.6907,45.7585
326,1,Ain,1034,Belley,Stade d’athlétisme,5.6801,45.75767
327,1,Ain,1034,Belley,Terrain de football,5.6801,45.75767
328,1,Ain,1034,Belley,Salle multisports,5.68306,45.75528
329,1,Ain,1034,Belley,Plateau EPS/Multisports/city-stades,5.68139,45.75472
330,1,Ain,1034,Belley,Court de tennis,5.6817,45.75294
331,1,Ain,1034,Belley,Plateau EPS/Multisports/city-stades,5.69314,45.75585
332,1,Ain,1034,Belley,Terrain de basket-ball,5.68944,45.76139
333,1,Ain,1034,Belley,Terrain de handball,5.68944,45.76139
334,1,Ain,1034,Belley,Salle de danse,5.679474,45.742658
335,1,Ain,1034,Belley,Court de tennis,5.6806,45.7583
336,1,Ain,1034,Belley,Court de tennis,5.6801,45.7586
337,1,Ain,1034,Belley,Terrain de rugby,5.67722,45.75583
338,1,Ain,1034,Belley,Terrain de football,5.6781,45.75687
339,1,Ain,1034,Belley,Terrain de football,5.68111,45.75888
340,1,Ain,1034,Belley,Bassin ludique de natation,5.68152,45.75875
341,1,Ain,1034,Belley,Bassin sportif de natation,5.68152,45.75875
342,1,Ain,1034,Belley,Salle multisports,5.69405,45.7613
343,1,Ain,1034,Belley,Structure Artificielle d'Escalade,5.69405,45.7613
344,1,Ain,1034,Belley,Terrain de boules,5.6813,45.7494
345,1,Ain,1034,Belley,Terrain de boules,5.6811,45.7491
